team	p
PAK	0.2382648847459284
ENG	0.23817221073396969
IND	0.23248447740370862
AUS	0.13913673115133743
SA	0.05053633186579657
NZ	0.050457430488956914
AFG	0.024623226078610973
WI	0.01160638686592814
SL	0.010087155156857524
BAN	0.0031202495030824913
NAM	0.0009915012802017764
SCO	0.0005194147256216153
