date_id	team_1	team_2	winner
20200105	IND	SL	0
20200107	IND	SL	1
20200110	IND	SL	1
20200115	WI	IRE	2
20200118	WI	IRE	0
20200119	WI	IRE	1
20200124	NZ	IND	2
20200124	PAK	BAN	1
20200125	PAK	BAN	1
20200126	NZ	IND	2
20200127	PAK	BAN	0
20200129	NZ	IND	2
20200131	NZ	IND	2
20200202	NZ	IND	2
20200212	QAT	UGA	1
20200212	SA	ENG	1
20200213	QAT	UGA	1
20200214	SA	ENG	2
20200215	QAT	UGA	2
20200216	SA	ENG	2
20200220	MAL	HK	1
20200221	SA	AUS	2
20200221	MAL	HK	1
20200223	IRA	UAE	2
20200223	MAL	QAT	2
20200223	SA	AUS	1
20200223	KUW	SA	1
20200223	MAL	HK	1
20200223	OMA	BAH	1
20200224	MAL	HK	1
20200224	IRA	SA	2
20200224	OMA	QAT	2
20200224	BAH	MAL	1
20200224	KUW	UAE	2
20200225	OMA	MAL	1
20200225	SA	UAE	2
20200225	BAH	QAT	1
20200225	IRA	KUW	2
20200226	SA	AUS	2
20200226	MAL	HK	1
20200226	BAH	KUW	2
20200226	QAT	UAE	2
20200227	KUW	UAE	2
20200229	THA	SIN	2
20200229	MAL	NEP	1
20200301	HK	NEP	1
20200301	THA	MAL	2
20200303	MAL	SIN	2
20200303	THA	HK	2
20200304	SL	WI	2
20200304	THA	NEP	2
20200304	HK	SIN	2
20200306	AFG	IRE	1
20200306	SL	WI	2
20200306	NEP	SIN	0
20200306	HK	MAL	1
20200308	SPA	GER	1
20200308	AFG	IRE	1
20200308	SPA	GER	2
20200309	BAN	ZIM	1
20200310	AFG	IRE	2
20200311	BAN	ZIM	1
20200821	GUE	IOM	1
20200828	ENG	PAK	0
20200828	LUX	CR	1
20200829	LUX	CR	2
20200829	LUX	BEL	2
20200829	BEL	CR	1
20200830	ENG	PAK	1
20200830	BEL	CR	1
20200830	LUX	BEL	2
20200901	ENG	PAK	2
20200904	ENG	AUS	1
20200906	ENG	AUS	1
20200908	ENG	AUS	2
20200923	BUL	MAL	2
20200923	BUL	MAL	2
20200924	BUL	MAL	0
20200924	BUL	MAL	0
20201016	ROM	BUL	2
20201017	ROM	BUL	1
20201017	ROM	BUL	1
20201018	ROM	BUL	1
20201107	PAK	ZIM	1
20201108	PAK	ZIM	1
20201110	PAK	ZIM	1
20201127	NZ	WI	1
20201127	SA	ENG	2
20201129	NZ	WI	1
20201129	SA	ENG	2
20201130	NZ	WI	0
20201201	SA	ENG	2
20201204	AUS	IND	2
20201206	AUS	IND	2
20201208	AUS	IND	1
20201218	NZ	PAK	1
20201220	NZ	PAK	1
20201222	NZ	PAK	2
